da_id,population_2016,population_0_to_14,percent_children
35380257,423,70,0.1655
35250255,527,60,0.1139
35100031,360,65,0.1806
35181211,467,95,0.2034
35360339,643,120,0.1866
35211085,442,75,0.1697
35320210,576,125,0.217
35320213,798,160,0.2005
35210131,691,100,0.1447
35280200,848,125,0.1474
35570318,527,70,0.1328
35370288,677,55,0.0812
35370318,365,25,0.0685
35390127,358,35,0.0978
35390823,332,60,0.1807
35320244,422,60,0.1422
35580460,488,50,0.1025
35370692,571,65,0.1138
35200602,456,70,0.1535
35180896,131,30,0.229
35020161,1045,225,0.2153
35203350,929,115,0.1238
35260535,401,55,0.1372
35260748,1807,360,0.1992
35570352,854,105,0.123
35061551,699,130,0.186
35200709,526,120,0.2281
35060293,693,130,0.1876
35204302,514,85,0.1654
35201128,417,55,0.1319
35061802,574,125,0.2178
35250601,618,60,0.0971
35320319,727,150,0.2063
35360264,417,85,0.2038
35211947,569,95,0.167
35070293,636,60,0.0943
35191275,405,95,0.2346
35203498,607,80,0.1318
35150108,438,80,0.1826
35190713,559,85,0.1521
35120291,728,80,0.1099
35060031,638,110,0.1724
35600309,140,35,0.25
35300492,560,95,0.1696
35210554,844,125,0.1481
35211096,492,85,0.1728
35431109,478,75,0.1569
35240582,492,65,0.1321
35300960,857,190,0.2217
35250036,603,130,0.2156
35230404,588,80,0.1361
35211998,466,90,0.1931
35510090,0,NULL,NULL
35230181,577,95,0.1646
35191144,1603,320,0.1996
35180626,827,315,0.3809
35181050,420,80,0.1905
35204236,661,85,0.1286
35201909,379,45,0.1187
35590097,0,NULL,NULL
35240495,607,75,0.1236
35250621,758,140,0.1847
35530067,336,45,0.1339
35230468,503,95,0.1889
35570305,498,55,0.1104
35340029,565,95,0.1681
35060934,1559,210,0.1347
35201438,530,75,0.1415
35180495,475,65,0.1368
35202309,629,155,0.2464
35180993,564,115,0.2039
35203379,541,80,0.1479
35204135,1576,135,0.0857
35204760,1139,80,0.0702
35320174,681,130,0.1909
35211676,1333,280,0.2101
35260781,596,150,0.2517
35220149,530,70,0.1321
35370860,454,55,0.1211
35211835,618,85,0.1375
35380054,712,95,0.1334
35210393,479,70,0.1461
35370839,235,20,0.0851
35560200,700,125,0.1786
35240405,761,85,0.1117
35190969,675,80,0.1185
35020168,785,180,0.2293
35140250,393,40,0.1018
35120283,527,110,0.2087
35100056,491,65,0.1324
35320167,578,95,0.1644
35300466,613,75,0.1223
35400170,409,65,0.1589
35431122,492,95,0.1931
35380152,1958,475,0.2426
35440168,527,55,0.1044
35420334,579,105,0.1813
35580352,457,65,0.1422
35240370,554,75,0.1354
35210446,358,80,0.2235
35240896,724,240,0.3315
35100061,493,40,0.0811
35061889,832,170,0.2043
35204126,4680,940,0.2009
35203699,528,55,0.1042
35190654,748,90,0.1203
35190255,353,35,0.0992
35150168,794,70,0.0882
35180070,489,80,0.1636
35201502,626,115,0.1837
35290277,493,80,0.1623
35300581,402,40,0.0995
35580343,442,40,0.0905
35530335,610,70,0.1148
35251015,702,125,0.1781
35251036,628,145,0.2309
35580040,409,45,0.11
35390824,485,100,0.2062
35370189,492,50,0.1016
35580356,863,95,0.1101
35201244,265,35,0.1321
35180307,489,60,0.1227
35100134,1352,280,0.2071
35061121,294,30,0.102
35201081,389,25,0.0643
35202895,525,65,0.1238
35203382,446,70,0.157
35250582,632,130,0.2057
35204494,801,130,0.1623
35210276,526,70,0.1331
35250054,365,45,0.1233
35210347,532,105,0.1974
35290141,614,85,0.1384
35390111,486,60,0.1235
35240134,536,140,0.2612
35200215,400,30,0.075
35202030,923,190,0.2059
35060255,522,50,0.0958
35204314,1333,65,0.0488
35190894,609,60,0.0985
35202567,779,140,0.1797
35010355,478,90,0.1883
35060516,263,45,0.1711
35440219,452,30,0.0664
35470247,665,145,0.218
35211579,558,100,0.1792
35300919,2154,570,0.2646
35560182,0,NULL,NULL
35260492,454,60,0.1322
35580335,512,120,0.2344
35290232,419,60,0.1432
35200363,517,75,0.1451
35201635,409,35,0.0856
35140135,554,75,0.1354
35090136,967,130,0.1344
35060117,515,100,0.1942
35200443,521,75,0.144
35204838,951,260,0.2734
35580050,544,80,0.1471
35390056,380,85,0.2237
35390776,383,40,0.1044
35430552,596,65,0.1091
35220102,1074,195,0.1816
35320313,718,105,0.1462
35260379,793,120,0.1513
35210345,530,90,0.1698
35260405,481,60,0.1247
35431339,589,125,0.2122
35290237,780,150,0.1923
35250221,563,60,0.1066
35190598,1308,140,0.107
35180938,667,115,0.1724
35370523,567,100,0.1764
35310114,475,120,0.2526
35480043,408,45,0.1103
35210262,1336,240,0.1796
35211834,476,55,0.1155
35100193,419,35,0.0835
35010256,356,60,0.1685
35202383,624,135,0.2163
35180699,691,140,0.2026
35211109,641,115,0.1794
35360401,217,35,0.1613
35210162,879,155,0.1763
35210170,597,120,0.201
35260340,1179,295,0.2502
35212021,212,5,0.0236
35010403,437,70,0.1602
35060186,981,100,0.1019
35204199,1038,160,0.1541
35201159,730,110,0.1507
35202258,492,85,0.1728
35190112,321,50,0.1558
35202994,322,30,0.0932
35380106,492,100,0.2033
35210547,597,80,0.134
35360363,521,80,0.1536
35370060,557,90,0.1616
35260133,966,130,0.1346
35360283,434,95,0.2189
35560261,910,205,0.2253
35390145,697,135,0.1937
35120302,772,145,0.1878
35061327,401,60,0.1496
35201375,610,85,0.1393
35190860,374,65,0.1738
35160206,602,100,0.1661
35260494,676,85,0.1257
35180546,370,55,0.1486
35191058,470,35,0.0745
35530047,612,45,0.0735
35280233,372,45,0.121
35430729,695,90,0.1295
35430865,649,125,0.1926
35440247,452,40,0.0885
35431309,653,10,0.0153
35201511,603,110,0.1824
35201822,944,205,0.2172
35190809,988,120,0.1215
35160196,708,90,0.1271
35181209,725,210,0.2897
35203816,447,100,0.2237
35060867,483,105,0.2174
35370623,563,105,0.1865
35300195,336,45,0.1339
35470168,554,120,0.2166
35300758,385,60,0.1558
35250404,444,70,0.1577
35212090,2243,485,0.2162
35250454,644,70,0.1087
35060534,356,25,0.0702
35180429,425,55,0.1294
35203597,452,60,0.1327
35180969,425,55,0.1294
35060870,470,60,0.1277
35430972,903,145,0.1606
35280287,399,35,0.0877
35390883,873,190,0.2176
35250798,337,60,0.178
35010162,376,35,0.0931
35100074,360,75,0.2083
35200866,436,60,0.1376
35200249,492,35,0.0711
35201805,664,105,0.1581
35020145,425,60,0.1412
35201888,890,225,0.2528
35204310,2520,450,0.1786
35250272,417,25,0.06
35570325,572,80,0.1399
35580433,531,75,0.1412
35430664,653,125,0.1914
35240583,512,100,0.1953
35390418,415,40,0.0964
35301025,1004,240,0.239
35280315,481,55,0.1143
35430613,558,95,0.1703
35470243,545,60,0.1101
35120307,0,NULL,NULL
35180643,486,60,0.1235
35140248,538,40,0.0743
35201393,560,80,0.1429
35202587,617,80,0.1297
35431382,243,35,0.144
35580072,365,80,0.2192
35360183,440,50,0.1136
35410229,807,195,0.2416
35360263,840,150,0.1786
35201602,388,60,0.1546
35202670,801,60,0.0749
35180135,795,95,0.1195
35190918,342,45,0.1316
35090126,889,175,0.1969
35431113,468,50,0.1068
35160215,715,140,0.1958
35240266,478,80,0.1674
35430737,336,NULL,NULL
35240523,483,85,0.176
35490226,602,75,0.1246
35560241,394,50,0.1269
35010360,537,90,0.1676
35390368,434,40,0.0922
35211448,937,140,0.1494
35240815,401,80,0.1995
35211833,1356,225,0.1659
35390116,496,70,0.1411
35250217,641,155,0.2418
35204109,2005,425,0.212
35200206,498,65,0.1305
35211054,481,95,0.1975
35204800,384,90,0.2344
35250914,458,30,0.0655
35010281,415,60,0.1446
35211679,1301,320,0.246
35204861,583,40,0.0686
35590085,418,70,0.1675
35530257,286,50,0.1748
35210973,281,40,0.1423
35010232,434,70,0.1613
35202101,385,60,0.1558
35200699,421,65,0.1544
35400206,773,80,0.1035
35211891,670,160,0.2388
35210312,562,60,0.1068
35250095,438,45,0.1027
35211405,1987,550,0.2768
35060562,777,170,0.2188
35061398,394,80,0.203
35070266,487,75,0.154
35060708,371,45,0.1213
35211069,581,105,0.1807
35340165,542,115,0.2122
35560199,508,90,0.1772
35061369,654,100,0.1529
35150065,460,70,0.1522
35190215,296,35,0.1182
35120408,988,215,0.2176
35204141,2093,290,0.1386
35191174,1845,440,0.2385
35200332,457,45,0.0985
35211266,485,55,0.1134
35190767,449,55,0.1225
35370874,439,70,0.1595
35230400,509,55,0.1081
35061740,747,205,0.2744
35060792,527,110,0.2087
35560303,492,85,0.1728
35240881,758,200,0.2639
35140232,656,100,0.1524
35230092,525,80,0.1524
35430609,574,65,0.1132
35290320,2141,670,0.3129
35061090,575,95,0.1652
35061674,513,130,0.2534
35202977,273,25,0.0916
35120233,423,55,0.13
35202456,364,40,0.1099
35190956,556,100,0.1799
35480079,455,125,0.2747
35061585,560,140,0.25
35190668,566,120,0.212
35181161,385,85,0.2208
35430652,505,70,0.1386
35300646,564,45,0.0798
35230079,459,75,0.1634
35390714,830,200,0.241
35181057,638,160,0.2508
35390414,489,55,0.1125
35211978,577,90,0.156
35530329,689,105,0.1524
35430968,470,85,0.1809
35410194,803,150,0.1868
35211896,1359,345,0.2539
35100312,658,105,0.1596
35240070,330,80,0.2424
35204546,530,65,0.1226
35430699,670,135,0.2015
35100094,730,130,0.1781
35010254,381,60,0.1575
35530110,355,55,0.1549
35530266,556,115,0.2068
35160176,478,80,0.1674
35202590,411,55,0.1338
35250398,264,0,0
35380286,709,150,0.2116
35290330,NULL,NULL,NULL
35010170,493,75,0.1521
35180801,1953,325,0.1664
35061253,986,45,0.0456
35070190,469,50,0.1066
35431301,711,190,0.2672
35260022,1120,115,0.1027
35212042,665,150,0.2256
35220141,711,105,0.1477
35290240,551,60,0.1089
35010363,491,50,0.1018
35190057,452,55,0.1217
35280211,406,50,0.1232
35203221,552,125,0.2264
35300080,417,70,0.1679
35010357,570,75,0.1316
35201675,729,100,0.1372
35560242,499,75,0.1503
35181192,701,75,0.107
35061347,257,25,0.0973
35210082,812,160,0.197
35250635,402,95,0.2363
35090214,579,75,0.1295
35203081,344,45,0.1308
35210830,909,120,0.132
35290235,518,60,0.1158
35210220,367,55,0.1499
35060700,2304,465,0.2018
35070288,463,55,0.1188
35061897,500,160,0.32
35202441,667,65,0.0975
35190964,544,80,0.1471
35204022,2119,120,0.0566
35340041,357,55,0.1541
35190371,509,65,0.1277
35240256,541,115,0.2126
35060436,419,90,0.2148
35190603,267,40,0.1498
35201886,555,100,0.1802
35530343,486,85,0.1749
35202951,417,65,0.1559
35420258,742,105,0.1415
35180285,704,105,0.1491
35570344,341,40,0.1173
35201961,896,115,0.1283
35180505,518,105,0.2027
35190128,541,70,0.1294
35201109,616,75,0.1218
35203616,564,80,0.1418
35180382,743,115,0.1548
35202230,388,55,0.1418
35180618,1011,220,0.2176
35210049,604,105,0.1738
35490214,0,NULL,NULL
35260647,571,85,0.1489
35300619,712,155,0.2177
35390933,647,130,0.2009
35380273,746,145,0.1944
35430789,490,70,0.1429
35210887,341,55,0.1613
35211009,510,65,0.1275
35150053,449,55,0.1225
35010373,494,60,0.1215
35061762,741,55,0.0742
35260215,950,70,0.0737
35202454,806,75,0.0931
35204752,726,125,0.1722
35390859,476,70,0.1471
35580048,449,80,0.1782
35280275,543,85,0.1565
35580123,620,175,0.2823
35211803,423,90,0.2128
35340204,576,35,0.0608
35580133,439,35,0.0797
35360500,377,70,0.1857
35210930,326,40,0.1227
35120319,465,100,0.2151
35010230,426,75,0.1761
35203622,1084,245,0.226
35190224,564,85,0.1507
35203410,415,70,0.1687
35510076,372,95,0.2554
35181049,879,75,0.0853
35470187,724,140,0.1934
35210097,597,90,0.1508
35240279,517,95,0.1838
35431142,488,5,0.0102
35480038,392,60,0.1531
35470167,576,70,0.1215
35560306,485,85,0.1753
35420193,508,90,0.1772
35190553,666,95,0.1426
35190439,485,60,0.1237
35180121,398,70,0.1759
35140132,84,15,0.1786
35202345,772,120,0.1554
35061733,912,280,0.307
35061222,1158,NULL,NULL
35600383,537,95,0.1769
35540097,332,45,0.1355
35250882,854,165,0.1932
35204830,1375,165,0.12
35250612,665,160,0.2406
35390780,498,90,0.1807
35540083,606,100,0.165
35390456,428,75,0.1752
35230458,798,130,0.1629
35230142,432,55,0.1273
35180783,512,90,0.1758
35190827,412,60,0.1456
35202145,735,135,0.1837
35070303,420,65,0.1548
35260476,547,80,0.1463
35430644,478,85,0.1778
35420244,747,70,0.0937
35250355,593,90,0.1518
35210193,368,55,0.1495
35204540,582,80,0.1375
35210279,681,95,0.1395
35230439,439,155,0.3531
35510070,576,70,0.1215
35470203,659,100,0.1517
35210967,276,35,0.1268
35203228,583,55,0.0943
35180721,312,50,0.1603
35201965,614,100,0.1629
35060682,455,65,0.1429
35180603,341,60,0.176
35060385,556,50,0.0899
35180316,683,85,0.1245
35180398,646,110,0.1703
35530168,320,25,0.0781
35203484,627,100,0.1595
35061505,445,65,0.1461
35390616,241,20,0.083
35250629,917,115,0.1254
35430911,480,55,0.1146
35380066,1170,140,0.1197
35300404,437,50,0.1144
35530037,454,85,0.1872
35340038,612,105,0.1716
35240188,507,75,0.1479
35140181,647,75,0.1159
35191311,2601,740,0.2845
35201487,793,200,0.2522
35070255,560,70,0.125
35060499,566,90,0.159
35470315,635,125,0.1969
35210555,344,50,0.1453
35211074,775,140,0.1806
35480228,103,10,0.0971
35250595,471,80,0.1699
35220098,603,120,0.199
35360414,231,35,0.1515
35211506,1155,180,0.1558
35280326,490,80,0.1633
35430608,426,70,0.1643
35310169,460,20,0.0435
35240135,616,110,0.1786
35203708,1142,150,0.1313
35150293,495,85,0.1717
35061869,533,115,0.2158
35060336,521,35,0.0672
35120383,512,85,0.166
35120392,679,105,0.1546
35191023,1023,175,0.1711
35060973,945,20,0.0212
35201587,498,85,0.1707
35240934,1182,370,0.313
35300144,586,40,0.0683
35390605,643,70,0.1089
35260777,1151,300,0.2606
35211423,2187,335,0.1532
35280179,424,55,0.1297
35250922,721,125,0.1734
35204887,1142,175,0.1532
35210777,297,50,0.1684
35360277,388,55,0.1418
35260423,1003,90,0.0897
35212174,5958,1550,0.2602
35390561,604,80,0.1325
35211369,829,155,0.187
35370193,471,10,0.0212
35240922,600,85,0.1417
35201146,341,60,0.176
35061884,738,190,0.2575
35060285,450,95,0.2111
35200289,618,95,0.1537
35010241,554,130,0.2347
35120294,535,90,0.1682
35201582,366,40,0.1093
35201024,579,60,0.1036
35370702,677,135,0.1994
35300140,510,55,0.1078
35201907,455,70,0.1538
35211111,554,90,0.1625
35520082,0,NULL,NULL
35211446,1078,155,0.1438
35530371,441,70,0.1587
35290054,489,70,0.1431
35300550,422,60,0.1422
35360196,532,105,0.1974
35390422,448,80,0.1786
35300768,511,190,0.3718
35260196,622,100,0.1608
35370340,509,55,0.1081
35202756,481,85,0.1767
35203405,1055,290,0.2749
35100270,817,140,0.1714
35191198,1754,305,0.1739
35260786,462,90,0.1948
35220134,467,90,0.1927
35300783,704,80,0.1136
35560245,493,75,0.1521
35230084,469,90,0.1919
35390721,1267,275,0.217
35400121,411,60,0.146
35410174,567,70,0.1235
35260198,810,185,0.2284
35191211,8170,1855,0.2271
35060196,359,45,0.1253
35190559,532,70,0.1316
35201967,260,35,0.1346
35201555,605,100,0.1653
35201972,1362,230,0.1689
35061479,444,75,0.1689
35061493,2579,505,0.1958
35100033,445,55,0.1236
35191237,371,75,0.2022
35370575,395,70,0.1772
35530361,667,120,0.1799
35580069,421,80,0.19
35530178,530,70,0.1321
35310207,368,75,0.2038
35300776,2831,885,0.3126
35400132,433,75,0.1732
35230330,388,65,0.1675
35250788,503,30,0.0596
35430920,488,90,0.1844
35090175,1193,140,0.1174
35150113,649,45,0.0693
35120103,478,60,0.1255
35120106,503,65,0.1292
35061160,711,105,0.1477
35201213,416,55,0.1322
35300564,916,115,0.1255
35440201,392,40,0.102
35250553,522,85,0.1628
35420231,532,50,0.094
35360397,432,80,0.1852
35420316,473,75,0.1586
35420199,459,75,0.1634
35360450,576,65,0.1128
35250731,595,95,0.1597
35180716,860,140,0.1628
35190571,669,95,0.142
35203843,477,60,0.1258
35180949,488,65,0.1332
35203110,576,140,0.2431
35060294,591,115,0.1946
35201997,508,65,0.128
35100321,4515,1105,0.2447
35130044,675,75,0.1111
35191120,537,60,0.1117
35201134,521,60,0.1152
35430572,469,75,0.1599
35390395,554,100,0.1805
35400135,501,60,0.1198
35430637,1110,200,0.1802
35250397,539,45,0.0835
35390864,241,45,0.1867
35240377,371,70,0.1887
35570358,524,80,0.1527
35203860,386,30,0.0777
35201731,466,75,0.1609
35204763,5206,375,0.072
35390025,535,90,0.1682
35250894,476,70,0.1471
35280337,433,80,0.1848
35204484,464,90,0.194
35390920,383,100,0.2611
35290102,547,70,0.128
35590084,364,45,0.1236
35420181,520,55,0.1058
35060209,684,105,0.1535
35204057,1236,320,0.2589
35130065,382,25,0.0654
35202158,449,65,0.1448
35204370,1489,275,0.1847
35300213,866,170,0.1963
35260600,617,85,0.1378
35420165,503,35,0.0696
35300763,496,175,0.3528
35431294,596,70,0.1174
35530349,552,80,0.1449
35204674,557,85,0.1526
35300125,434,95,0.2189
35260719,632,90,0.1424
35360333,473,110,0.2326
35201880,546,65,0.119
35190842,530,90,0.1698
35201390,535,85,0.1589
35201723,428,65,0.1519
35320171,692,135,0.1951
35210561,677,120,0.1773
35300894,594,85,0.1431
35250645,609,85,0.1396
35390936,683,85,0.1245
35530141,763,105,0.1376
35370139,384,60,0.1563
35390449,476,85,0.1786
35580414,444,80,0.1802
35240376,442,90,0.2036
35202967,474,85,0.1793
35070277,522,65,0.1245
35202115,510,130,0.2549
35061608,520,40,0.0769
35061816,637,180,0.2826
35370804,489,105,0.2147
35580169,916,140,0.1528
35240832,846,215,0.2541
35530309,660,165,0.25
35201433,666,65,0.0976
35180347,1213,270,0.2226
35020121,849,155,0.1826
35202001,1420,180,0.1268
35010332,532,80,0.1504
35160199,1025,120,0.1171
35181157,499,110,0.2204
35300574,695,130,0.1871
35300975,608,95,0.1563
35340148,592,115,0.1943
35300338,406,40,0.0985
35230448,377,105,0.2785
35212066,2080,490,0.2356
35211927,839,195,0.2324
35530352,743,90,0.1211
35150043,593,80,0.1349
35190131,612,90,0.1471
35410212,590,100,0.1695
35390897,761,205,0.2694
35420216,509,65,0.1277
35260326,680,90,0.1324
35360507,88,5,0.0568
35260447,490,85,0.1735
35180272,329,45,0.1368
35190455,546,65,0.119
35190225,390,30,0.0769
35191098,427,75,0.1756
35120273,538,95,0.1766
35100325,1417,160,0.1129
35580370,257,30,0.1167
35240536,685,70,0.1022
35300254,427,70,0.1639
35300631,508,95,0.187
35420214,471,45,0.0955
35230162,514,65,0.1265
35260033,697,110,0.1578
35230270,1383,260,0.188
35190539,222,35,0.1577
35202025,651,80,0.1229
35060577,278,30,0.1079
35204019,2145,245,0.1142
35200738,451,85,0.1885
35180208,207,20,0.0966
35440221,478,35,0.0732
35250596,616,100,0.1623
35250365,928,90,0.097
35300742,563,155,0.2753
35470194,721,135,0.1872
35260357,420,70,0.1667
35300853,379,70,0.1847
35190592,577,85,0.1473
35201180,524,60,0.1145
35180192,826,75,0.0908
35211673,600,140,0.2333
35390364,541,90,0.1664
35310208,476,95,0.1996
35260583,716,90,0.1257
35250969,514,45,0.0875
35320295,614,150,0.2443
35204538,538,105,0.1952
35250050,408,75,0.1838
35240854,646,200,0.3096
35204628,368,50,0.1359
35430876,524,70,0.1336
35240883,1370,415,0.3029
35190558,936,170,0.1816
35010247,628,30,0.0478
35201501,745,150,0.2013
35240252,539,45,0.0835
35570117,387,50,0.1292
35370136,441,55,0.1247
35570292,554,75,0.1354
35390286,476,70,0.1471
35380064,445,50,0.1124
35250172,513,80,0.1559
35061054,421,60,0.1425
35180511,1042,225,0.2159
35201070,369,55,0.1491
35320196,556,55,0.0989
35570105,409,95,0.2323
35420288,439,70,0.1595
35300658,505,75,0.1485
35320268,730,185,0.2534
35260721,525,80,0.1524
35200737,406,70,0.1724
35200506,396,60,0.1515
35061145,362,60,0.1657
35430640,525,85,0.1619
35430921,531,40,0.0753
35431018,448,10,0.0223
35211748,1270,225,0.1772
35204886,392,45,0.1148
35300789,597,105,0.1759
35210357,534,85,0.1592
35211366,792,100,0.1263
35460080,739,70,0.0947
35230451,393,105,0.2672
35210922,808,115,0.1423
35400110,460,95,0.2065
35211357,357,50,0.1401
35201222,365,50,0.137
35204536,901,90,0.0999
35440172,541,90,0.1664
35390539,422,75,0.1777
35250480,495,65,0.1313
35204060,2044,375,0.1835
35370619,1133,150,0.1324
35240138,437,90,0.2059
35100140,409,60,0.1467
35202640,905,150,0.1657
35203352,444,85,0.1914
35251012,607,130,0.2142
35430816,520,105,0.2019
35240140,523,70,0.1338
35060237,756,85,0.1124
35201400,283,50,0.1767
35580286,0,NULL,NULL
35430974,500,70,0.14
35290317,872,250,0.2867
35180574,425,70,0.1647
35180313,348,40,0.1149
35201419,500,65,0.13
35430565,587,80,0.1363
35230377,1786,445,0.2492
35360231,427,70,0.1639
35431199,367,65,0.1771
35203133,336,50,0.1488
35190420,957,145,0.1515
35240627,471,85,0.1805
35200319,496,80,0.1613
35210145,440,55,0.125
35240348,463,75,0.162
35060978,694,140,0.2017
35360187,436,75,0.172
35250668,345,25,0.0725
35200392,392,30,0.0765
35191081,355,60,0.169
35360316,834,245,0.2938
35140197,1828,235,0.1286
35060222,456,70,0.1535
35060064,410,60,0.1463
35201510,536,110,0.2052
35260006,643,20,0.0311
35280164,605,90,0.1488
35204252,561,80,0.1426
35060860,730,135,0.1849
35431045,487,55,0.1129
35470278,800,190,0.2375
35060361,644,65,0.1009
35120413,603,110,0.1824
35202955,592,100,0.1689
35191044,1542,115,0.0746
35300398,350,40,0.1143
35060595,833,135,0.1621
35211482,1120,145,0.1295
35204615,1723,70,0.0406
35260037,516,75,0.1453
35203283,572,100,0.1748
35201192,404,70,0.1733
35210570,625,65,0.104
35211131,462,55,0.119
35530146,606,70,0.1155
35320289,1489,165,0.1108
35260684,430,45,0.1047
35200859,323,30,0.0929
35181153,420,135,0.3214
35061270,1109,215,0.1939
35060401,650,20,0.0308
35250857,584,85,0.1455
35560337,893,260,0.2912
35250924,406,65,0.1601
35204563,1533,170,0.1109
35340051,575,85,0.1478
35211278,986,195,0.1978
35120355,469,15,0.032
35204038,915,145,0.1585
35060157,1378,205,0.1488
35060843,1099,200,0.182
35190877,437,70,0.1602
35210999,413,50,0.1211
35110100,940,55,0.0585
35530254,1150,65,0.0565
35300382,390,20,0.0513
35060346,416,25,0.0601
35600241,0,NULL,NULL
35431257,5,NULL,NULL
35211817,675,130,0.1926
35211832,1026,160,0.1559
35200284,912,165,0.1809
35560222,579,80,0.1382
35400218,434,85,0.1959
35061690,739,135,0.1827
35202087,719,55,0.0765
35300971,577,110,0.1906
35390144,960,140,0.1458
35204588,3040,150,0.0493
35340056,476,85,0.1786
35240180,271,55,0.203
35061887,768,170,0.2214
35204001,1079,140,0.1297
35150083,609,95,0.156
35020071,451,75,0.1663
35580061,458,60,0.131
35191315,1046,315,0.3011
35060645,1655,60,0.0363
35120102,569,65,0.1142
35210167,683,110,0.1611
35600359,466,75,0.1609
35480178,802,70,0.0873
35060833,454,50,0.1101
35191017,3566,385,0.108
35140200,477,85,0.1782
35190106,588,120,0.2041
35201257,294,40,0.1361
35060264,420,45,0.1071
35204313,1552,160,0.1031
35140237,386,85,0.2202
35204146,1148,115,0.1002
35150159,380,45,0.1184
35190165,389,65,0.1671
35280223,457,45,0.0985
35204805,1078,125,0.116
35390060,400,40,0.1
35440245,542,60,0.1107
35290109,546,60,0.1099
35570152,389,45,0.1157
35204613,560,15,0.0268
35212147,1877,380,0.2025
35060619,821,130,0.1583
35200260,456,40,0.0877
35201571,476,90,0.1891
35203248,491,90,0.1833
35180658,653,115,0.1761
35202153,506,70,0.1383
35200926,370,55,0.1486
35300289,1171,110,0.0939
35190311,858,90,0.1049
35190816,489,65,0.1329
35390349,852,185,0.2171
35570364,737,60,0.0814
35250896,486,90,0.1852
35204829,817,70,0.0857
35390212,647,140,0.2164
35250998,589,75,0.1273
35520085,289,20,0.0692
35230150,590,65,0.1102
35240391,431,45,0.1044
35212083,989,285,0.2882
35203331,854,215,0.2518
35200707,394,80,0.203
35180132,486,50,0.1029
35180771,368,45,0.1223
35202483,1380,130,0.0942
35203979,1343,150,0.1117
35100182,532,70,0.1316
35060373,485,105,0.2165
35190381,269,35,0.1301
35250239,437,115,0.2632
35290291,645,130,0.2016
35010299,522,90,0.1724
35180684,616,95,0.1542
35360334,494,100,0.2024
35590104,0,NULL,NULL
35211631,497,60,0.1207
35370226,430,80,0.186
35370230,503,85,0.169
35580405,1466,270,0.1842
35310131,593,135,0.2277
35250999,1009,135,0.1338
35300684,728,70,0.0962
35204617,737,80,0.1085
35300409,727,85,0.1169
35390307,476,70,0.1471
35211320,602,110,0.1827
35202666,2063,115,0.0557
35201391,331,55,0.1662
35200894,518,15,0.029
35203835,333,55,0.1652
35201592,410,50,0.122
35211039,530,70,0.1321
35390170,196,40,0.2041
35431381,557,15,0.0269
35100275,985,55,0.0558
35202280,196,75,0.3827
35440200,517,95,0.1838
35340208,553,70,0.1266
35570074,379,60,0.1583
35240840,597,80,0.134
35320216,576,140,0.2431
35390425,1117,240,0.2149
35260004,439,25,0.0569
35260394,406,45,0.1108
35250758,393,60,0.1527
35240364,484,100,0.2066
35180258,388,55,0.1418
35140170,560,80,0.1429
35200884,519,65,0.1252
35203239,665,80,0.1203
35190447,385,50,0.1299
35180517,565,80,0.1416
35204153,502,50,0.0996
35100261,481,95,0.1975
35061536,924,230,0.2489
35191110,739,70,0.0947
35211036,1015,165,0.1626
35230380,0,NULL,NULL
35230396,2430,645,0.2654
35290034,566,100,0.1767
35380326,444,75,0.1689
35570112,517,70,0.1354
35370847,500,80,0.16
35520093,270,55,0.2037
35360243,459,75,0.1634
35230286,527,105,0.1992
35250122,392,70,0.1786
35211013,520,65,0.125
35110076,525,75,0.1429
35200281,529,100,0.189
35201111,527,110,0.2087
35190417,428,45,0.1051
35061239,526,95,0.1806
35202159,64,10,0.1563
35560282,518,85,0.1641
35210045,440,100,0.2273
35210046,524,105,0.2004
35204859,1376,145,0.1054
35300640,613,110,0.1794
35250728,508,90,0.1772
35360488,171,15,0.0877
35211250,234,30,0.1282
35600242,514,195,0.3794
35250191,746,140,0.1877
35431077,572,100,0.1748
35180091,1871,305,0.163
35204245,204,15,0.0735
35202970,471,105,0.2229
35240203,527,95,0.1803
35230495,501,105,0.2096
35250913,670,140,0.209
35370089,261,20,0.0766
35260136,656,75,0.1143
35370835,1029,200,0.1944
35420159,612,35,0.0572
35420221,577,140,0.2426
35360274,444,55,0.1239
35370559,606,105,0.1733
35204732,677,165,0.2437
35140185,465,75,0.1613
35201358,677,100,0.1477
35202846,290,25,0.0862
35180791,1380,175,0.1268
35060957,1171,285,0.2434
35204173,612,80,0.1307
35061322,1498,190,0.1268
35180146,599,85,0.1419
35204032,1512,300,0.1984
35120270,488,100,0.2049
35070204,496,45,0.0907
35201588,608,85,0.1398
35240014,480,60,0.125
35211077,1410,290,0.2057
35600266,NULL,NULL,NULL
35240760,51,0,0
35370165,529,75,0.1418
35240387,506,65,0.1285
35200589,639,120,0.1878
35180859,509,135,0.2652
35201712,370,55,0.1486
35204098,1606,115,0.0716
35180044,443,75,0.1693
35061182,592,15,0.0253
35070215,684,90,0.1316
35120117,467,45,0.0964
35200067,623,80,0.1284
35061534,1833,310,0.1691
35431263,683,80,0.1171
35390619,415,60,0.1446
35410206,601,175,0.2912
35530328,673,105,0.156
35211740,678,135,0.1991
35240910,1272,420,0.3302
35590114,360,45,0.125
35570089,381,60,0.1575
35210914,1005,125,0.1244
35061865,440,95,0.2159
35070157,497,75,0.1509
